local-fog_client_run_238cb0a607ec,24.30%,0.39%,33.2MB / 41.1MB
local-fog-cloud-1,4.47%,0.34%,8.51MB / 700kB
local-fog-node2-1,0.39%,0.28%,10kB / 3.47kB
local-fog-node1-1,13.96%,0.30%,20.9MB / 20.9MB
local-fog-node3-1,8.86%,0.30%,11.4MB / 11.4MB
local-fog_client_run_238cb0a607ec,24.30%,0.39%,33.2MB / 41.1MB
local-fog-cloud-1,11.83%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,5.37%,0.30%,5.7MB / 5.7MB
local-fog-node1-1,24.15%,0.34%,58.8MB / 58.8MB
local-fog-node3-1,1.53%,0.31%,13.3MB / 13.3MB
local-fog_client_run_238cb0a607ec,41.85%,0.40%,106MB / 106MB
local-fog-cloud-1,11.83%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,5.37%,0.30%,5.7MB / 5.7MB
local-fog-node1-1,24.15%,0.34%,58.8MB / 58.8MB
local-fog-node3-1,1.53%,0.31%,13.3MB / 13.3MB
local-fog_client_run_238cb0a607ec,41.85%,0.40%,106MB / 106MB
local-fog-cloud-1,0.02%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,3.99%,0.30%,11.4MB / 11.4MB
local-fog-node1-1,22.60%,0.34%,98.7MB / 98.7MB
local-fog-node3-1,0.34%,0.31%,13.3MB / 13.3MB
local-fog_client_run_238cb0a607ec,27.04%,0.39%,152MB / 152MB
local-fog-cloud-1,0.02%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,3.99%,0.30%,11.4MB / 11.4MB
local-fog-node1-1,22.60%,0.34%,98.7MB / 98.7MB
local-fog-node3-1,0.34%,0.31%,13.3MB / 13.3MB
local-fog_client_run_238cb0a607ec,27.04%,0.39%,152MB / 152MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,0.35%,0.30%,11.4MB / 11.4MB
local-fog-node1-1,15.26%,0.35%,125MB / 123MB
local-fog-node3-1,13.01%,0.33%,34.2MB / 34.2MB
local-fog_client_run_238cb0a607ec,27.96%,0.42%,199MB / 199MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,0.35%,0.30%,11.4MB / 11.4MB
local-fog-node1-1,15.26%,0.35%,125MB / 123MB
local-fog-node3-1,13.01%,0.33%,34.2MB / 34.2MB
local-fog_client_run_238cb0a607ec,27.96%,0.42%,199MB / 199MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,3.20%,0.30%,15.2MB / 15.2MB
local-fog-node1-1,13.93%,0.37%,148MB / 148MB
local-fog-node3-1,11.66%,0.33%,53.1MB / 53.1MB
local-fog_client_run_238cb0a607ec,27.41%,0.45%,245MB / 245MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,3.20%,0.30%,15.2MB / 15.2MB
local-fog-node1-1,13.93%,0.37%,148MB / 148MB
local-fog-node3-1,11.66%,0.33%,53.1MB / 53.1MB
local-fog_client_run_238cb0a607ec,27.41%,0.45%,245MB / 245MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,0.61%,0.30%,15.2MB / 15.2MB
local-fog-node1-1,20.80%,0.39%,182MB / 182MB
local-fog-node3-1,6.90%,0.34%,64.5MB / 64.5MB
local-fog_client_run_238cb0a607ec,28.06%,0.48%,290MB / 290MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,0.61%,0.30%,15.2MB / 15.2MB
local-fog-node1-1,20.80%,0.39%,182MB / 182MB
local-fog-node3-1,6.90%,0.34%,64.5MB / 64.5MB
local-fog_client_run_238cb0a607ec,28.06%,0.48%,290MB / 290MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,2.08%,0.32%,17.1MB / 17.1MB
local-fog-node1-1,20.29%,0.40%,218MB / 218MB
local-fog-node3-1,5.03%,0.34%,72.1MB / 72.1MB
local-fog_client_run_238cb0a607ec,27.21%,0.51%,336MB / 336MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,2.08%,0.32%,17.1MB / 17.1MB
local-fog-node1-1,20.29%,0.40%,218MB / 218MB
local-fog-node3-1,5.03%,0.34%,72.1MB / 72.1MB
local-fog_client_run_238cb0a607ec,27.21%,0.51%,336MB / 336MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,1.55%,0.31%,19MB / 19MB
local-fog-node1-1,22.35%,0.42%,260MB / 260MB
local-fog-node3-1,2.23%,0.34%,75.9MB / 75.9MB
local-fog_client_run_238cb0a607ec,26.23%,0.53%,381MB / 381MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,1.55%,0.31%,19MB / 19MB
local-fog-node1-1,22.35%,0.42%,260MB / 260MB
local-fog-node3-1,2.23%,0.34%,75.9MB / 75.9MB
local-fog_client_run_238cb0a607ec,26.23%,0.53%,381MB / 381MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,0.32%,0.31%,19MB / 19MB
local-fog-node1-1,24.32%,0.46%,306MB / 305MB
local-fog-node3-1,0.36%,0.34%,75.9MB / 75.9MB
local-fog_client_run_238cb0a607ec,26.44%,0.55%,429MB / 429MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,0.32%,0.31%,19MB / 19MB
local-fog-node1-1,24.32%,0.46%,306MB / 305MB
local-fog-node3-1,0.36%,0.34%,75.9MB / 75.9MB
local-fog_client_run_238cb0a607ec,26.44%,0.55%,429MB / 429MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,0.33%,0.31%,19MB / 19MB
local-fog-node1-1,15.42%,0.46%,334MB / 334MB
local-fog-node3-1,10.33%,0.34%,93MB / 93MB
local-fog_client_run_238cb0a607ec,26.32%,0.57%,474MB / 474MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,0.33%,0.31%,19MB / 19MB
local-fog-node1-1,15.42%,0.46%,334MB / 334MB
local-fog-node3-1,10.33%,0.34%,93MB / 93MB
local-fog_client_run_238cb0a607ec,26.32%,0.57%,474MB / 474MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,1.86%,0.32%,20.9MB / 20.9MB
local-fog-node1-1,14.35%,0.47%,362MB / 362MB
local-fog-node3-1,9.39%,0.35%,108MB / 108MB
local-fog_client_run_238cb0a607ec,24.81%,0.60%,520MB / 520MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,1.86%,0.32%,20.9MB / 20.9MB
local-fog-node1-1,14.35%,0.47%,362MB / 362MB
local-fog-node3-1,9.39%,0.35%,108MB / 108MB
local-fog_client_run_238cb0a607ec,24.81%,0.60%,520MB / 520MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,0.33%,0.32%,20.9MB / 20.9MB
local-fog-node1-1,21.80%,0.49%,404MB / 404MB
local-fog-node3-1,2.94%,0.36%,112MB / 112MB
local-fog_client_run_238cb0a607ec,24.96%,0.62%,566MB / 566MB
local-fog-cloud-1,0.00%,0.37%,28.5MB / 28.5MB
local-fog-node2-1,0.33%,0.32%,20.9MB / 20.9MB
local-fog-node1-1,21.80%,0.49%,404MB / 404MB
local-fog-node3-1,2.94%,0.36%,112MB / 112MB
local-fog_client_run_238cb0a607ec,24.96%,0.62%,566MB / 566MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,0.33%,0.32%,20.9MB / 20.9MB
local-fog-node1-1,18.80%,0.50%,438MB / 438MB
local-fog-node3-1,7.34%,0.36%,125MB / 125MB
local-fog_client_run_238cb0a607ec,26.07%,0.64%,613MB / 613MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,0.33%,0.32%,20.9MB / 20.9MB
local-fog-node1-1,18.80%,0.50%,438MB / 438MB
local-fog-node3-1,7.34%,0.36%,125MB / 125MB
local-fog_client_run_238cb0a607ec,26.07%,0.64%,613MB / 613MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,0.33%,0.32%,20.9MB / 20.9MB
local-fog-node1-1,21.13%,0.53%,478MB / 478MB
local-fog-node3-1,3.89%,0.35%,131MB / 131MB
local-fog_client_run_238cb0a607ec,26.15%,0.67%,659MB / 658MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,0.33%,0.32%,20.9MB / 20.9MB
local-fog-node1-1,21.13%,0.53%,478MB / 478MB
local-fog-node3-1,3.89%,0.35%,131MB / 131MB
local-fog_client_run_238cb0a607ec,26.15%,0.67%,659MB / 658MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,0.32%,0.32%,20.9MB / 20.9MB
local-fog-node1-1,18.88%,0.56%,514MB / 514MB
local-fog-node3-1,5.44%,0.37%,140MB / 140MB
local-fog_client_run_238cb0a607ec,25.68%,0.66%,704MB / 704MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,0.32%,0.32%,20.9MB / 20.9MB
local-fog-node1-1,18.88%,0.56%,514MB / 514MB
local-fog-node3-1,5.44%,0.37%,140MB / 140MB
local-fog_client_run_238cb0a607ec,25.68%,0.66%,704MB / 704MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,2.70%,0.33%,24.7MB / 24.7MB
local-fog-node1-1,19.18%,0.55%,552MB / 552MB
local-fog-node3-1,2.89%,0.37%,144MB / 144MB
local-fog_client_run_238cb0a607ec,26.02%,0.69%,750MB / 750MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,2.70%,0.33%,24.7MB / 24.7MB
local-fog-node1-1,19.18%,0.55%,552MB / 552MB
local-fog-node3-1,2.89%,0.37%,144MB / 144MB
local-fog_client_run_238cb0a607ec,26.02%,0.69%,750MB / 750MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,4.63%,0.33%,32.3MB / 32.3MB
local-fog-node1-1,19.40%,0.59%,588MB / 588MB
local-fog-node3-1,2.30%,0.37%,148MB / 148MB
local-fog_client_run_238cb0a607ec,26.44%,0.72%,797MB / 797MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,4.63%,0.33%,32.3MB / 32.3MB
local-fog-node1-1,19.40%,0.59%,588MB / 588MB
local-fog-node3-1,2.30%,0.37%,148MB / 148MB
local-fog_client_run_238cb0a607ec,26.44%,0.72%,797MB / 797MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,0.33%,0.33%,32.3MB / 32.3MB
local-fog-node1-1,17.38%,0.59%,622MB / 622MB
local-fog-node3-1,6.50%,0.37%,159MB / 159MB
local-fog_client_run_238cb0a607ec,25.39%,0.76%,843MB / 843MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,0.33%,0.33%,32.3MB / 32.3MB
local-fog-node1-1,17.38%,0.59%,622MB / 622MB
local-fog-node3-1,6.50%,0.37%,159MB / 159MB
local-fog_client_run_238cb0a607ec,25.39%,0.76%,843MB / 843MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,0.33%,0.33%,32.3MB / 32.3MB
local-fog-node1-1,17.63%,0.59%,655MB / 655MB
local-fog-node3-1,7.16%,0.39%,173MB / 173MB
local-fog_client_run_238cb0a607ec,27.82%,0.77%,888MB / 888MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,0.33%,0.33%,32.3MB / 32.3MB
local-fog-node1-1,17.63%,0.59%,655MB / 655MB
local-fog-node3-1,7.16%,0.39%,173MB / 173MB
local-fog_client_run_238cb0a607ec,27.82%,0.77%,888MB / 888MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,0.32%,0.33%,32.3MB / 32.3MB
local-fog-node1-1,21.66%,0.60%,696MB / 696MB
local-fog-node3-1,2.31%,0.39%,177MB / 177MB
local-fog_client_run_238cb0a607ec,25.13%,0.81%,934MB / 934MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,0.32%,0.33%,32.3MB / 32.3MB
local-fog-node1-1,21.66%,0.60%,696MB / 696MB
local-fog-node3-1,2.31%,0.39%,177MB / 177MB
local-fog_client_run_238cb0a607ec,25.13%,0.81%,934MB / 934MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,0.55%,0.33%,32.3MB / 32.4MB
local-fog-node1-1,17.11%,0.65%,727MB / 727MB
local-fog-node3-1,8.47%,0.39%,192MB / 192MB
local-fog_client_run_238cb0a607ec,24.31%,0.82%,979MB / 979MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
local-fog-node2-1,0.55%,0.33%,32.3MB / 32.4MB
local-fog-node1-1,17.11%,0.65%,727MB / 727MB
local-fog-node3-1,8.47%,0.39%,192MB / 192MB
local-fog_client_run_238cb0a607ec,24.31%,0.82%,979MB / 979MB
local-fog-cloud-1,0.00%,0.37%,28.6MB / 28.5MB
